,Road,enter_Q,time_needed,exit_Q,direction
60,2,120.15000000002456,3,125.55000000002732,LEFT
61,0,122.75000000002589,2,128.47000000002814,STRAIGHT
62,2,123.7300000000264,2,128.48000000002813,STRAIGHT
63,3,126.76000000002794,3,131.89000000002503,LEFT
64,2,126.90000000002802,2,131.90000000002502,RIGHT
65,0,129.6200000000271,2,135.79000000002148,STRAIGHT
66,2,130.73000000002608,2,135.80000000002147,STRAIGHT
67,3,133.2500000000238,3,138.57000000001895,LEFT
68,2,134.50000000002265,2,138.58000000001894,RIGHT
69,0,137.2000000000202,2,141.73000000001608,STRAIGHT
70,2,137.59000000001984,3,141.74000000001607,LEFT
71,3,139.7100000000179,3,146.63000000001162,LEFT
72,2,141.0600000000167,2,146.6400000000116,RIGHT
73,0,144.53000000001353,2,150.46000000000814,STRAIGHT
74,3,148.04000000001034,3,152.52000000000626,LEFT
75,2,148.87000000000958,3,155.98000000000312,LEFT
76,0,151.89000000000684,2,155.9900000000031,STRAIGHT
77,3,153.64000000000524,3,159.33000000000007,LEFT
78,0,156.93000000000225,2,164.5599999999953,STRAIGHT
79,2,157.4300000000018,2,164.5699999999953,STRAIGHT
80,3,160.69999999999882,3,166.61999999999344,LEFT
81,2,162.4799999999972,2,169.9499999999904,RIGHT
82,0,165.94999999999405,2,172.01999999998853,STRAIGHT
83,3,167.77999999999238,2,174.40999999998635,RIGHT
84,2,171.33999999998915,2,176.47999999998447,STRAIGHT
85,0,173.18999999998746,2,178.8699999999823,RIGHT
86,3,175.81999999998507,2,180.27999999998102,STRAIGHT
87,2,177.6499999999834,2,184.97999999997674,RIGHT
88,0,180.25999999998103,2,184.98999999997673,STRAIGHT
89,3,182.9399999999786,2,190.21999999997198,STRAIGHT
90,2,186.35999999997549,2,192.29999999997008,STRAIGHT
91,0,188.04999999997395,2,194.76999999996784,STRAIGHT
92,3,191.66999999997066,3,195.28999999996736,LEFT
93,2,193.479999999969,2,199.27999999996374,STRAIGHT
94,0,196.20999999996653,2,199.66999999996338,STRAIGHT
95,3,196.96999999996584,3,203.36999999996002,LEFT
96,2,200.65999999996248,2,205.85999999995775,RIGHT
97,0,201.24999999996194,2,208.15999999995566,STRAIGHT
98,3,204.76999999995874,2,209.78999999995418,RIGHT
99,0,209.5499999999544,2,212.00999999995216,STRAIGHT
100,0,213.1799999999511,2,214.51999999994987,RIGHT
101,3,215.50999999994897,3,217.3499999999473,LEFT
102,0,215.82999999994868,2,217.84999999994685,STRAIGHT
103,3,218.73999999994604,3,220.66999999994428,LEFT
104,0,219.0099999999458,2,221.93999999994313,STRAIGHT
105,3,221.80999999994324,2,224.11999999994114,RIGHT
106,0,223.2999999999419,2,226.66999999993882,STRAIGHT
107,3,225.30999999994006,2,228.7699999999369,STRAIGHT
108,0,227.9099999999377,2,230.89999999993498,STRAIGHT
109,3,229.8799999999359,3,233.1699999999329,LEFT
110,0,231.99999999993398,3,236.2699999999301,LEFT
111,3,234.3799999999318,3,238.9999999999276,LEFT
112,0,237.41999999992905,2,244.14999999992293,STRAIGHT
113,3,242.01999999992486,2,246.63999999992066,RIGHT
114,0,245.47999999992172,3,248.84999999991865,LEFT
115,3,248.04999999991938,3,251.26999999991645,LEFT
116,0,250.0099999999176,2,254.76999999991327,STRAIGHT
117,3,252.72999999991512,3,257.0799999999112,LEFT
118,0,255.90999999991223,2,260.43999999990814,RIGHT
119,3,258.38999999991,2,262.52999999990624,RIGHT
120,0,261.76999999990693,2,264.69999999990426,STRAIGHT
121,3,263.6699999999052,3,267.03999999990214,LEFT
122,0,265.81999999990325,2,270.10999999989934,STRAIGHT
123,3,268.289999999901,3,272.1599999998975,LEFT
124,0,271.2299999998983,3,275.50999999989443,LEFT
125,3,273.2399999998965,3,278.79999999989144,LEFT
126,0,276.82999999989323,2,281.6799999998888,STRAIGHT
127,3,280.12999999989023,3,283.8099999998869,LEFT
128,3,284.95999999988584,3,287.6299999998834,LEFT
129,0,285.60999999988525,2,291.1299999998802,STRAIGHT
130,3,288.8199999998823,3,291.97999999987945,LEFT
131,0,292.5699999998789,2,295.47999999987627,RIGHT
132,3,293.42999999987813,3,297.79999999987416,LEFT
133,0,296.5399999998753,2,300.87999999987136,STRAIGHT
134,3,299.10999999987297,3,302.97999999986945,LEFT
135,0,302.0199999998703,2,306.3099999998664,STRAIGHT
136,3,304.09999999986843,2,308.5599999998644,STRAIGHT
137,0,307.61999999986523,2,310.7199999998624,STRAIGHT
138,3,309.8299999998632,3,312.9399999998604,LEFT
139,0,311.8399999998614,2,316.03999999985757,STRAIGHT
140,3,314.09999999985934,3,318.1099999998557,LEFT
141,0,317.17999999985653,2,321.3999999998527,STRAIGHT
142,3,319.2099999998547,2,323.7099999998506,RIGHT
143,0,322.6899999998515,2,325.8799999998486,STRAIGHT
144,3,325.0099999998494,2,328.0799999998466,RIGHT
145,0,327.0199999998476,2,330.24999999984465,STRAIGHT
146,3,329.2099999998456,3,332.3799999998427,LEFT
147,0,331.3799999998436,2,335.50999999983986,RIGHT
148,3,333.4899999998417,2,337.6599999998379,RIGHT
149,0,336.6699999998388,2,339.9599999998358,STRAIGHT
150,3,338.83999999983683,2,342.23999999983374,RIGHT
151,0,341.1799999998347,2,344.33999999983183,STRAIGHT
