,Road,enter_Q,time_needed,exit_Q,direction
92,0,169.70999999999063,2,173.08999999998755,STRAIGHT
93,3,170.98999999998946,2,174.5899999999862,STRAIGHT
94,0,174.40999999998635,2,177.4499999999836,STRAIGHT
95,2,175.54999999998532,2,177.47999999998356,RIGHT
96,3,176.18999999998474,3,180.70999999998062,LEFT
97,0,178.81999999998234,2,184.75999999997694,STRAIGHT
98,2,179.48999999998173,3,184.76999999997693,LEFT
99,3,182.53999999997896,3,184.77999999997692,LEFT
100,0,186.05999999997576,2,187.70999999997426,STRAIGHT
101,2,187.78999999997419,2,189.71999999997243,STRAIGHT
102,0,189.04999999997304,2,191.15999999997112,STRAIGHT
103,0,192.33999999997005,2,194.17999999996837,STRAIGHT
104,2,192.91999999996952,2,194.83999999996777,RIGHT
105,3,193.6999999999688,2,195.61999999996706,RIGHT
106,0,195.3499999999673,3,197.6799999999652,LEFT
107,3,196.95999999996585,3,198.95999999996403,LEFT
108,0,198.8799999999641,2,204.35999999995911,STRAIGHT
109,2,199.9899999999631,2,204.3699999999591,STRAIGHT
110,3,202.04999999996122,3,204.3799999999591,LEFT
111,3,206.70999999995698,2,207.86999999995592,RIGHT
112,2,208.879999999955,2,210.21999999995379,RIGHT
113,2,211.90999999995225,3,212.9499999999513,LEFT
114,2,218.07999999994664,2,219.04999999994575,RIGHT
115,3,223.8299999999414,2,224.79999999994052,STRAIGHT
116,3,226.89999999993861,3,227.86999999993773,LEFT
117,2,226.93999999993858,3,228.85999999993683,LEFT
